,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,DAY,total_ask_vol,total_bid_vol,ask_vwap,bid_vwap,spread
35600,1094.0,9.0,1091.0,8.0,1090.0,2.0,1098.0,8.0,1099.0,2.0,1105.0,42.0,1096.0,99918.59375,1094.75,0.8,8.5,-4.5,1967.9996,76.1772,1,52.0,19.0,1103.6923076923076,1092.3157894736842,4.0
35700,1092.0,9.0,1091.0,4.0,1085.0,48.0,1099.0,9.0,1100.0,4.0,1106.0,48.0,1095.5,109764.59375,1095.75,0.8,8.5,-4.5,1967.5403,76.19061,1,61.0,61.0,1104.5737704918033,1086.4262295081967,7.0
35800,1092.0,8.0,1091.0,4.0,1085.0,53.0,1099.0,8.0,1100.0,4.0,1106.0,53.0,1095.5,109764.59375,1095.5,0.8,8.5,-4.5,1967.0808,76.20402,1,65.0,65.0,1104.7692307692307,1086.2307692307693,7.0
35900,1096.0,10.0,1093.0,9.0,1092.0,5.0,1100.0,9.0,1101.0,5.0,1107.0,40.0,1098.0,98831.59375,1096.25,0.8,8.5,-4.5,1966.621,76.21741,1,54.0,24.0,1105.2777777777778,1094.0416666666667,4.0
36000,1091.0,9.0,1090.0,3.0,1084.0,46.0,1095.0,8.0,1098.0,9.0,1099.0,3.0,1093.0,109791.59375,1094.75,0.8,8.5,-4.5,1966.1609,76.23078,1,20.0,58.0,1096.95,1085.396551724138,4.0
36100,1090.0,8.0,1089.0,4.0,1083.0,50.0,1097.0,8.0,1098.0,4.0,1104.0,50.0,1093.5,109791.59375,1093.25,0.8,8.5,-4.5,1965.7004,76.24414,1,62.0,62.0,1102.7096774193549,1084.2903225806451,7.0
36200,1090.0,5.0,1089.0,5.0,1083.0,51.0,1097.0,5.0,1098.0,5.0,1104.0,51.0,1093.5,109791.59375,1093.25,0.8,8.5,-4.5,1965.2399,76.257484,1,61.0,61.0,1102.9344262295083,1084.0655737704917,7.0
36300,1089.0,5.0,1088.0,5.0,1082.0,36.0,1096.0,5.0,1097.0,5.0,1103.0,36.0,1092.5,109791.59375,1092.75,0.8,8.5,-4.5,1964.7789,76.27082,1,46.0,46.0,1101.5869565217392,1083.4130434782608,7.0
36400,1087.0,6.0,1086.0,5.0,1080.0,44.0,1094.0,6.0,1095.0,5.0,1101.0,44.0,1090.5,109791.59375,1090.75,0.8,8.5,-4.5,1964.3179,76.284134,1,55.0,55.0,1099.6909090909091,1081.3090909090909,7.0
36500,1087.0,10.0,1086.0,2.0,1080.0,51.0,1094.0,10.0,1095.0,2.0,1101.0,51.0,1090.5,109791.59375,1090.75,0.8,8.5,-4.5,1963.8564,76.29745,1,63.0,63.0,1099.6984126984128,1081.3015873015872,7.0
36600,1086.0,7.0,1085.0,5.0,1079.0,47.0,1093.0,7.0,1094.0,5.0,1100.0,47.0,1089.5,109791.59375,1089.75,0.8,8.5,-4.5,1963.3948,76.31074,1,59.0,59.0,1098.6610169491526,1080.3389830508474,7.0
36700,1086.0,8.0,1085.0,5.0,1079.0,48.0,1093.0,8.0,1094.0,5.0,1100.0,48.0,1089.5,109791.59375,1089.25,0.8,8.5,-4.5,1962.9329,76.32401,1,61.0,61.0,1098.5901639344263,1080.4098360655737,7.0
36800,1085.0,9.0,1084.0,2.0,1078.0,42.0,1092.0,9.0,1093.0,2.0,1099.0,42.0,1088.5,109791.59375,1088.25,0.8,8.5,-4.5,1962.4707,76.33728,1,53.0,53.0,1097.5849056603774,1079.4150943396226,7.0
36900,1083.0,8.0,1082.0,5.0,1076.0,48.0,1090.0,8.0,1091.0,5.0,1097.0,48.0,1086.5,109791.59375,1086.25,0.8,8.5,-4.5,1962.0083,76.35053,1,61.0,61.0,1095.5901639344263,1077.4098360655737,7.0
37000,1084.0,9.0,1083.0,2.0,1077.0,56.0,1091.0,9.0,1092.0,2.0,1098.0,56.0,1087.5,109791.59375,1087.25,0.8,8.5,-4.5,1961.5457,76.36378,1,67.0,67.0,1096.8805970149253,1078.1194029850747,7.0
37100,1085.0,9.0,1084.0,2.0,1078.0,46.0,1092.0,9.0,1093.0,2.0,1099.0,46.0,1088.5,109791.59375,1088.25,0.8,8.5,-4.5,1961.0828,76.37701,1,57.0,57.0,1097.6842105263158,1079.3157894736842,7.0
37200,1084.0,8.0,1083.0,2.0,1077.0,44.0,1091.0,8.0,1092.0,2.0,1098.0,44.0,1087.5,109791.59375,1087.25,0.8,8.5,-4.5,1960.6196,76.39022,1,54.0,54.0,1096.7407407407406,1078.2592592592594,7.0
37300,1085.0,9.0,1084.0,3.0,1078.0,52.0,1092.0,9.0,1093.0,3.0,1099.0,52.0,1088.5,109791.59375,1088.75,0.8,8.5,-4.5,1960.1562,76.40342,1,64.0,64.0,1097.734375,1079.265625,7.0
37400,1084.0,10.0,1083.0,4.0,1077.0,42.0,1091.0,10.0,1092.0,4.0,1098.0,42.0,1087.5,109791.59375,1087.75,0.8,8.5,-4.5,1959.6925,76.41661,1,56.0,56.0,1096.3214285714287,1078.6785714285713,7.0
37500,1083.0,5.0,1082.0,5.0,1076.0,44.0,1090.0,5.0,1091.0,5.0,1097.0,44.0,1086.5,109791.59375,1086.25,0.8,8.5,-4.5,1959.2286,76.42979,1,54.0,54.0,1095.7962962962963,1077.2037037037037,7.0
37600,1084.0,7.0,1083.0,5.0,1077.0,50.0,1091.0,7.0,1092.0,5.0,1098.0,50.0,1087.5,109791.59375,1087.25,0.8,8.5,-4.5,1958.7646,76.44295,1,62.0,62.0,1096.725806451613,1078.274193548387,7.0
37700,1087.0,7.0,1084.0,10.0,1083.0,5.0,1091.0,10.0,1092.0,5.0,1098.0,44.0,1089.0,102197.9921875,1087.75,0.8,8.5,-4.5,1958.3003,76.4561,1,59.0,22.0,1096.3050847457628,1084.7272727272727,4.0
37800,1085.0,8.0,1084.0,5.0,1078.0,49.0,1092.0,8.0,1093.0,5.0,1099.0,49.0,1088.5,109806.9921875,1088.75,0.8,8.5,-4.5,1957.8357,76.46924,1,62.0,62.0,1097.6129032258063,1079.3870967741937,7.0
37900,1085.0,8.0,1084.0,5.0,1078.0,55.0,1092.0,8.0,1093.0,5.0,1099.0,55.0,1088.5,109806.9921875,1088.25,0.8,8.5,-4.5,1957.3708,76.48237,1,68.0,68.0,1097.735294117647,1079.264705882353,7.0
38000,1085.0,5.0,1084.0,5.0,1078.0,43.0,1092.0,5.0,1093.0,5.0,1099.0,43.0,1088.5,109806.9921875,1088.25,0.8,8.5,-4.5,1956.9059,76.49548,1,53.0,53.0,1097.7735849056603,1079.2264150943397,7.0
38100,1085.0,6.0,1084.0,2.0,1078.0,53.0,1092.0,6.0,1093.0,2.0,1099.0,53.0,1088.5,109806.9921875,1088.25,0.8,8.5,-4.5,1956.4406,76.50858,1,61.0,61.0,1098.1147540983607,1078.8852459016393,7.0
38200,1084.0,10.0,1083.0,2.0,1077.0,55.0,1091.0,10.0,1092.0,2.0,1098.0,55.0,1087.5,109806.9921875,1087.25,0.8,8.5,-4.5,1955.9751,76.521675,1,67.0,67.0,1096.7761194029852,1078.2238805970148,7.0
38300,1083.0,7.0,1082.0,2.0,1076.0,50.0,1090.0,7.0,1091.0,2.0,1097.0,50.0,1086.5,109806.9921875,1086.25,0.8,8.5,-4.5,1955.5094,76.53475,1,59.0,59.0,1095.9661016949153,1077.0338983050847,7.0
38400,1083.0,9.0,1082.0,3.0,1076.0,48.0,1090.0,9.0,1091.0,3.0,1097.0,48.0,1086.5,109806.9921875,1086.75,0.8,8.5,-4.5,1955.0435,76.54781,1,60.0,60.0,1095.65,1077.35,7.0
38500,1085.0,9.0,1084.0,3.0,1078.0,47.0,1092.0,9.0,1093.0,3.0,1099.0,47.0,1088.5,109806.9921875,1088.75,0.8,8.5,-4.5,1954.5774,76.56087,1,59.0,59.0,1097.6271186440679,1079.3728813559321,7.0
38600,1086.0,10.0,1085.0,5.0,1079.0,51.0,1093.0,10.0,1094.0,5.0,1100.0,51.0,1089.5,109806.9921875,1089.75,0.8,8.5,-4.5,1954.111,76.57391,1,66.0,66.0,1098.4848484848485,1080.5151515151515,7.0
38700,1088.0,7.0,1087.0,4.0,1081.0,48.0,1095.0,7.0,1096.0,4.0,1102.0,48.0,1091.5,109806.9921875,1091.25,0.8,8.5,-4.5,1953.6444,76.58694,1,59.0,59.0,1100.7627118644068,1082.2372881355932,7.0
38800,1088.0,8.0,1087.0,4.0,1081.0,48.0,1095.0,8.0,1096.0,4.0,1102.0,48.0,1091.5,109806.9921875,1091.5,0.8,8.5,-4.5,1953.1776,76.59996,1,60.0,60.0,1100.6666666666667,1082.3333333333333,7.0
38900,1088.0,7.0,1087.0,5.0,1081.0,44.0,1095.0,7.0,1096.0,5.0,1102.0,44.0,1091.5,109806.9921875,1091.75,0.8,8.5,-4.5,1952.7106,76.61297,1,56.0,56.0,1100.5892857142858,1082.4107142857142,7.0
39000,1091.0,7.0,1088.0,10.0,1087.0,2.0,1095.0,10.0,1096.0,2.0,1102.0,49.0,1093.0,102185.390625,1091.5,0.8,8.5,-4.5,1952.2434,76.62596,1,61.0,19.0,1100.655737704918,1089.0,4.0
39100,1088.0,6.0,1087.0,3.0,1081.0,37.0,1095.0,6.0,1096.0,3.0,1102.0,37.0,1091.5,109822.390625,1091.75,0.8,8.5,-4.5,1951.776,76.63894,1,46.0,46.0,1100.695652173913,1082.304347826087,7.0
39200,1090.0,7.0,1089.0,2.0,1083.0,42.0,1097.0,7.0,1098.0,2.0,1104.0,42.0,1093.5,109822.390625,1093.25,0.8,8.5,-4.5,1951.3083,76.65192,1,51.0,51.0,1102.8039215686274,1084.1960784313726,7.0
39300,1089.0,8.0,1088.0,5.0,1082.0,46.0,1097.0,8.0,1098.0,5.0,1104.0,46.0,1093.0,109822.390625,1093.0,0.8,8.5,-4.5,1950.8406,76.66487,1,59.0,59.0,1102.542372881356,1083.457627118644,8.0
39400,1089.0,6.0,1088.0,4.0,1082.0,47.0,1097.0,6.0,1098.0,4.0,1104.0,47.0,1093.0,109822.390625,1093.0,0.8,8.5,-4.5,1950.3724,76.677826,1,57.0,57.0,1102.842105263158,1083.157894736842,8.0
39500,1089.0,6.0,1088.0,5.0,1082.0,42.0,1097.0,6.0,1098.0,5.0,1104.0,42.0,1093.0,109822.390625,1093.0,0.8,8.5,-4.5,1949.9043,76.69076,1,53.0,53.0,1102.6415094339623,1083.3584905660377,8.0
39600,1089.0,7.0,1088.0,4.0,1082.0,49.0,1097.0,7.0,1098.0,4.0,1104.0,49.0,1093.0,109822.390625,1093.0,0.8,8.5,-4.5,1949.4358,76.70369,1,60.0,60.0,1102.7833333333333,1083.2166666666667,8.0
39700,1089.0,8.0,1088.0,3.0,1082.0,40.0,1096.0,8.0,1097.0,3.0,1103.0,40.0,1092.5,109822.390625,1092.75,0.8,8.5,-4.5,1948.9672,76.7166,1,51.0,51.0,1101.549019607843,1083.450980392157,7.0
39800,1089.0,5.0,1088.0,5.0,1082.0,47.0,1096.0,5.0,1097.0,5.0,1103.0,47.0,1092.5,109822.390625,1092.25,0.8,8.5,-4.5,1948.4984,76.72951,1,57.0,57.0,1101.859649122807,1083.140350877193,7.0
39900,1089.0,7.0,1088.0,3.0,1082.0,45.0,1096.0,7.0,1097.0,3.0,1103.0,45.0,1092.5,109822.390625,1092.25,0.8,8.5,-4.5,1948.0293,76.7424,1,55.0,55.0,1101.7818181818182,1083.2181818181818,7.0
40000,1090.0,9.0,1089.0,3.0,1083.0,51.0,1097.0,9.0,1098.0,3.0,1104.0,51.0,1093.5,109822.390625,1093.25,0.8,8.5,-4.5,1947.5602,76.75528,1,63.0,63.0,1102.7142857142858,1084.2857142857142,7.0
40100,1091.0,5.0,1090.0,5.0,1084.0,54.0,1098.0,5.0,1099.0,5.0,1105.0,54.0,1094.5,109822.390625,1094.25,0.8,8.5,-4.5,1947.0907,76.76815,1,64.0,64.0,1103.984375,1085.015625,7.0
40200,1090.0,9.0,1089.0,2.0,1083.0,41.0,1097.0,9.0,1098.0,2.0,1104.0,41.0,1093.5,109822.390625,1093.25,0.8,8.5,-4.5,1946.6212,76.78101,1,52.0,52.0,1102.5576923076924,1084.4423076923076,7.0
40300,1089.0,7.0,1088.0,4.0,1082.0,47.0,1096.0,7.0,1097.0,4.0,1103.0,47.0,1092.5,109822.390625,1092.75,0.8,8.5,-4.5,1946.1514,76.79386,1,58.0,58.0,1101.7413793103449,1083.2586206896551,7.0
40400,1090.0,7.0,1089.0,5.0,1083.0,48.0,1097.0,7.0,1098.0,5.0,1104.0,48.0,1093.5,109822.390625,1093.25,0.8,8.5,-4.5,1945.6814,76.8067,1,60.0,60.0,1102.6833333333334,1084.3166666666666,7.0
40500,1090.0,6.0,1089.0,3.0,1083.0,38.0,1097.0,6.0,1098.0,3.0,1104.0,38.0,1093.5,109822.390625,1093.25,0.8,8.5,-4.5,1945.2113,76.81953,1,47.0,47.0,1102.723404255319,1084.276595744681,7.0
40600,1090.0,8.0,1089.0,2.0,1083.0,55.0,1097.0,8.0,1098.0,2.0,1104.0,55.0,1093.5,109822.390625,1093.25,0.8,8.5,-4.5,1944.741,76.832344,1,65.0,65.0,1102.9538461538461,1084.0461538461539,7.0
40700,1088.0,6.0,1087.0,3.0,1081.0,43.0,1095.0,6.0,1096.0,3.0,1102.0,43.0,1091.5,109822.390625,1091.25,0.8,8.5,-4.5,1944.2705,76.84515,1,52.0,52.0,1100.8461538461538,1082.1538461538462,7.0
40800,1089.0,10.0,1088.0,3.0,1082.0,44.0,1096.0,10.0,1097.0,3.0,1103.0,44.0,1092.5,109822.390625,1092.25,0.8,8.5,-4.5,1943.7998,76.85795,1,57.0,57.0,1101.4561403508771,1083.5438596491229,7.0
40900,1089.0,8.0,1088.0,4.0,1082.0,39.0,1096.0,8.0,1097.0,4.0,1103.0,39.0,1092.5,109822.390625,1092.25,0.8,8.5,-4.5,1943.329,76.870735,1,51.0,51.0,1101.4313725490197,1083.5686274509803,7.0
41000,1088.0,8.0,1087.0,5.0,1081.0,45.0,1095.0,8.0,1096.0,5.0,1102.0,45.0,1091.5,109822.390625,1091.75,0.8,8.5,-4.5,1942.858,76.883514,1,58.0,58.0,1100.5172413793102,1082.4827586206898,7.0
41100,1088.0,5.0,1087.0,5.0,1081.0,43.0,1095.0,5.0,1096.0,5.0,1102.0,43.0,1091.5,109822.390625,1091.25,0.8,8.5,-4.5,1942.3868,76.89628,1,53.0,53.0,1100.7735849056603,1082.2264150943397,7.0
41200,1088.0,7.0,1087.0,2.0,1081.0,46.0,1095.0,7.0,1096.0,2.0,1102.0,46.0,1091.5,109822.390625,1091.75,0.8,8.5,-4.5,1941.9155,76.909035,1,55.0,55.0,1100.8909090909092,1082.1090909090908,7.0
41300,1088.0,9.0,1087.0,3.0,1081.0,54.0,1095.0,9.0,1096.0,3.0,1102.0,54.0,1091.5,109822.390625,1091.25,0.8,8.5,-4.5,1941.444,76.92178,1,66.0,66.0,1100.7727272727273,1082.2272727272727,7.0
41400,1087.0,5.0,1086.0,3.0,1080.0,47.0,1094.0,5.0,1095.0,3.0,1101.0,47.0,1090.5,109822.390625,1090.75,0.8,8.5,-4.5,1940.9723,76.93452,1,55.0,55.0,1100.0363636363636,1080.9636363636364,7.0
41500,1088.0,9.0,1087.0,2.0,1081.0,47.0,1095.0,9.0,1096.0,2.0,1102.0,47.0,1091.5,109822.390625,1091.25,0.8,8.5,-4.5,1940.5005,76.94724,1,58.0,58.0,1100.7068965517242,1082.2931034482758,7.0
41600,1088.0,5.0,1087.0,2.0,1081.0,49.0,1095.0,5.0,1096.0,2.0,1102.0,49.0,1091.5,109822.390625,1091.25,0.8,8.5,-4.5,1940.0284,76.95996,1,56.0,56.0,1101.1607142857142,1081.8392857142858,7.0
41700,1086.0,9.0,1085.0,2.0,1079.0,49.0,1093.0,9.0,1094.0,2.0,1100.0,49.0,1089.5,109822.390625,1089.75,0.8,8.5,-4.5,1939.5563,76.972664,1,60.0,60.0,1098.75,1080.25,7.0
41800,1087.0,9.0,1086.0,4.0,1080.0,51.0,1094.0,9.0,1095.0,4.0,1101.0,51.0,1090.5,109822.390625,1090.75,0.8,8.5,-4.5,1939.084,76.98537,1,64.0,64.0,1099.640625,1081.359375,7.0
41900,1086.0,5.0,1085.0,3.0,1079.0,39.0,1093.0,5.0,1094.0,3.0,1100.0,39.0,1089.5,109822.390625,1089.25,0.8,8.5,-4.5,1938.6115,76.998055,1,47.0,47.0,1098.872340425532,1080.127659574468,7.0
42000,1086.0,8.0,1085.0,3.0,1079.0,50.0,1093.0,8.0,1094.0,3.0,1100.0,50.0,1089.5,109822.390625,1089.25,0.8,8.5,-4.5,1938.1388,77.01073,1,61.0,61.0,1098.7868852459017,1080.2131147540983,7.0
42100,1086.0,9.0,1085.0,5.0,1079.0,45.0,1093.0,9.0,1094.0,5.0,1100.0,45.0,1089.5,109822.390625,1089.25,0.8,8.5,-4.5,1937.666,77.0234,1,59.0,59.0,1098.4237288135594,1080.5762711864406,7.0
42200,1085.0,5.0,1084.0,3.0,1078.0,40.0,1093.0,5.0,1094.0,3.0,1100.0,40.0,1089.0,109822.390625,1089.0,0.8,8.5,-4.5,1937.1931,77.03606,1,48.0,48.0,1098.8958333333333,1079.1041666666667,8.0
42300,1085.0,6.0,1084.0,4.0,1078.0,43.0,1093.0,6.0,1094.0,4.0,1100.0,43.0,1089.0,109822.390625,1089.0,0.8,8.5,-4.5,1936.7201,77.048706,1,53.0,53.0,1098.754716981132,1079.245283018868,8.0
42400,1087.0,8.0,1086.0,4.0,1080.0,55.0,1094.0,8.0,1095.0,4.0,1101.0,55.0,1090.5,109822.390625,1090.25,0.8,8.5,-4.5,1936.2468,77.06134,1,67.0,67.0,1099.8059701492537,1081.1940298507463,7.0
42500,1087.0,5.0,1086.0,3.0,1080.0,50.0,1094.0,5.0,1095.0,3.0,1101.0,50.0,1090.5,109822.390625,1090.75,0.8,8.5,-4.5,1935.7734,77.073975,1,58.0,58.0,1100.0862068965516,1080.9137931034484,7.0
42600,1087.0,7.0,1086.0,4.0,1080.0,50.0,1094.0,7.0,1095.0,4.0,1101.0,50.0,1090.5,109822.390625,1090.5,0.8,8.5,-4.5,1935.2999,77.08659,1,61.0,61.0,1099.8032786885246,1081.1967213114754,7.0
42700,1085.0,7.0,1084.0,2.0,1078.0,47.0,1092.0,7.0,1093.0,2.0,1099.0,47.0,1088.5,109822.390625,1088.75,0.8,8.5,-4.5,1934.8263,77.099205,1,56.0,56.0,1097.9107142857142,1079.0892857142858,7.0
42800,1086.0,5.0,1085.0,5.0,1079.0,41.0,1093.0,5.0,1094.0,5.0,1100.0,41.0,1089.5,109822.390625,1089.25,0.8,8.5,-4.5,1934.3525,77.11181,1,51.0,51.0,1098.7254901960785,1080.2745098039215,7.0
42900,1087.0,5.0,1086.0,2.0,1080.0,48.0,1094.0,5.0,1095.0,2.0,1101.0,48.0,1090.5,109822.390625,1090.75,0.8,8.5,-4.5,1933.8787,77.124405,1,55.0,55.0,1100.1454545454546,1080.8545454545454,7.0
43000,1089.0,5.0,1088.0,2.0,1082.0,54.0,1096.0,5.0,1097.0,2.0,1103.0,54.0,1092.5,109822.390625,1092.25,0.8,8.5,-4.5,1933.4045,77.13699,1,61.0,61.0,1102.2295081967213,1082.7704918032787,7.0
43100,1087.0,7.0,1086.0,4.0,1080.0,41.0,1094.0,7.0,1095.0,4.0,1101.0,41.0,1090.5,109822.390625,1090.75,0.8,8.5,-4.5,1932.9304,77.14957,1,52.0,52.0,1099.5961538461538,1081.4038461538462,7.0
43200,1087.0,5.0,1086.0,3.0,1080.0,49.0,1094.0,5.0,1095.0,3.0,1101.0,49.0,1090.5,109822.390625,1090.25,0.8,8.5,-4.5,1932.456,77.16214,1,57.0,57.0,1100.0701754385964,1080.9298245614036,7.0
43300,1088.0,5.0,1087.0,5.0,1081.0,46.0,1095.0,5.0,1096.0,5.0,1102.0,46.0,1091.5,109822.390625,1091.25,0.8,8.5,-4.5,1931.9816,77.1747,1,56.0,56.0,1100.8392857142858,1082.1607142857142,7.0
43400,1090.0,7.0,1087.0,6.0,1086.0,4.0,1094.0,6.0,1095.0,4.0,1101.0,44.0,1092.0,102211.2890625,1090.25,0.8,8.5,-4.5,1931.5071,77.18725,1,54.0,17.0,1099.7777777777778,1088.0,4.0
43500,1085.0,10.0,1084.0,2.0,1078.0,47.0,1092.0,10.0,1093.0,2.0,1099.0,47.0,1088.5,109841.2890625,1088.75,0.8,8.5,-4.5,1931.0323,77.19979,1,59.0,59.0,1097.6101694915253,1079.3898305084747,7.0
43600,1087.0,9.0,1086.0,2.0,1080.0,52.0,1094.0,9.0,1095.0,2.0,1101.0,52.0,1090.5,109841.2890625,1090.25,0.8,8.5,-4.5,1930.5575,77.21232,1,63.0,63.0,1099.8095238095239,1081.1904761904761,7.0
43700,1088.0,5.0,1087.0,2.0,1081.0,46.0,1095.0,5.0,1096.0,2.0,1102.0,46.0,1091.5,109841.2890625,1091.75,0.8,8.5,-4.5,1930.0826,77.224846,1,53.0,53.0,1101.1132075471698,1081.8867924528302,7.0
43800,1089.0,8.0,1088.0,4.0,1082.0,49.0,1096.0,8.0,1097.0,4.0,1103.0,49.0,1092.5,109841.2890625,1092.75,0.8,8.5,-4.5,1929.6075,77.237366,1,61.0,61.0,1101.688524590164,1083.311475409836,7.0
43900,1087.0,8.0,1086.0,2.0,1080.0,47.0,1094.0,8.0,1095.0,2.0,1101.0,47.0,1090.5,109841.2890625,1090.75,0.8,8.5,-4.5,1929.1323,77.24987,1,57.0,57.0,1099.8070175438597,1081.1929824561403,7.0
44000,1087.0,5.0,1086.0,3.0,1080.0,39.0,1095.0,5.0,1096.0,3.0,1102.0,39.0,1091.0,109841.2890625,1091.0,0.8,8.5,-4.5,1928.6571,77.262375,1,47.0,47.0,1100.872340425532,1081.127659574468,8.0
44100,1087.0,10.0,1086.0,4.0,1080.0,58.0,1094.0,10.0,1095.0,4.0,1101.0,58.0,1090.5,109841.2890625,1090.75,0.8,8.5,-4.5,1928.1816,77.274864,1,72.0,72.0,1099.6944444444443,1081.3055555555557,7.0
44200,1087.0,5.0,1086.0,3.0,1080.0,40.0,1094.0,5.0,1095.0,3.0,1101.0,40.0,1090.5,109841.2890625,1090.25,0.8,8.5,-4.5,1927.7062,77.28735,1,48.0,48.0,1099.8958333333333,1081.1041666666667,7.0
44300,1085.0,9.0,1084.0,2.0,1078.0,47.0,1092.0,9.0,1093.0,2.0,1099.0,47.0,1088.5,109841.2890625,1088.25,0.8,8.5,-4.5,1927.2305,77.29983,1,58.0,58.0,1097.7068965517242,1079.2931034482758,7.0
44400,1084.0,8.0,1083.0,2.0,1077.0,51.0,1091.0,8.0,1092.0,2.0,1098.0,51.0,1087.5,109841.2890625,1087.75,0.8,8.5,-4.5,1926.7548,77.312294,1,61.0,61.0,1096.8852459016393,1078.1147540983607,7.0
44500,1083.0,6.0,1082.0,5.0,1076.0,50.0,1090.0,6.0,1091.0,5.0,1097.0,50.0,1086.5,109841.2890625,1086.25,0.8,8.5,-4.5,1926.2789,77.32475,1,61.0,61.0,1095.8196721311476,1077.1803278688524,7.0
44600,1084.0,5.0,1083.0,2.0,1077.0,46.0,1091.0,5.0,1092.0,2.0,1098.0,46.0,1087.5,109841.2890625,1087.75,0.8,8.5,-4.5,1925.803,77.337204,1,53.0,53.0,1097.1132075471698,1077.8867924528302,7.0
44700,1084.0,7.0,1083.0,5.0,1077.0,49.0,1091.0,7.0,1092.0,5.0,1098.0,49.0,1087.5,109841.2890625,1087.5,0.8,8.5,-4.5,1925.3269,77.349655,1,61.0,61.0,1096.704918032787,1078.295081967213,7.0
44800,1084.0,7.0,1083.0,2.0,1077.0,45.0,1091.0,7.0,1092.0,2.0,1098.0,45.0,1087.5,109841.2890625,1087.5,0.8,8.5,-4.5,1924.8508,77.36209,1,54.0,54.0,1096.8703703703704,1078.1296296296296,7.0
44900,1083.0,10.0,1082.0,4.0,1076.0,46.0,1090.0,10.0,1091.0,4.0,1097.0,46.0,1086.5,109841.2890625,1086.75,0.8,8.5,-4.5,1924.3745,77.37452,1,60.0,60.0,1095.4333333333334,1077.5666666666666,7.0
45000,1084.0,8.0,1083.0,4.0,1077.0,42.0,1091.0,8.0,1092.0,4.0,1098.0,42.0,1087.5,109841.2890625,1087.75,0.8,8.5,-4.5,1923.8982,77.38694,1,54.0,54.0,1096.5185185185185,1078.4814814814815,7.0
45100,1085.0,6.0,1084.0,2.0,1078.0,43.0,1092.0,6.0,1093.0,2.0,1099.0,43.0,1088.5,109841.2890625,1088.75,0.8,8.5,-4.5,1923.4218,77.39935,1,51.0,51.0,1097.9411764705883,1079.0588235294117,7.0
45200,1085.0,6.0,1084.0,3.0,1078.0,46.0,1092.0,6.0,1093.0,3.0,1099.0,46.0,1088.5,109841.2890625,1088.25,0.8,8.5,-4.5,1922.9452,77.411766,1,55.0,55.0,1097.909090909091,1079.090909090909,7.0
45300,1086.0,10.0,1085.0,2.0,1079.0,58.0,1093.0,10.0,1094.0,2.0,1100.0,58.0,1089.5,109841.2890625,1089.25,0.8,8.5,-4.5,1922.4686,77.424164,1,70.0,70.0,1098.8285714285714,1080.1714285714286,7.0
45400,1086.0,5.0,1085.0,3.0,1079.0,43.0,1093.0,5.0,1094.0,3.0,1100.0,43.0,1089.5,109841.2890625,1089.5,0.8,8.5,-4.5,1921.992,77.436554,1,51.0,51.0,1098.9607843137255,1080.0392156862745,7.0
45500,1085.0,9.0,1084.0,2.0,1078.0,57.0,1092.0,9.0,1093.0,2.0,1099.0,57.0,1088.5,109841.2890625,1088.75,0.8,8.5,-4.5,1921.5151,77.448944,1,68.0,68.0,1097.8970588235295,1079.1029411764705,7.0
45600,1083.0,9.0,1082.0,4.0,1076.0,53.0,1090.0,9.0,1091.0,4.0,1097.0,53.0,1086.5,109841.2890625,1086.25,0.8,8.5,-4.5,1921.0382,77.46132,1,66.0,66.0,1095.6818181818182,1077.3181818181818,7.0
45700,1084.0,5.0,1083.0,3.0,1077.0,50.0,1091.0,5.0,1092.0,3.0,1098.0,50.0,1087.5,109841.2890625,1087.25,0.8,8.5,-4.5,1920.5613,77.473694,1,58.0,58.0,1097.0862068965516,1077.9137931034484,7.0
45800,1084.0,9.0,1083.0,5.0,1077.0,42.0,1091.0,9.0,1092.0,5.0,1098.0,42.0,1087.5,109841.2890625,1087.25,0.8,8.5,-4.5,1920.0842,77.48606,1,56.0,56.0,1096.3392857142858,1078.6607142857142,7.0
45900,1085.0,10.0,1084.0,5.0,1078.0,55.0,1092.0,10.0,1093.0,5.0,1099.0,55.0,1088.5,109841.2890625,1088.25,0.8,8.5,-4.5,1919.607,77.49841,1,70.0,70.0,1097.5714285714287,1079.4285714285713,7.0
46000,1083.0,6.0,1082.0,2.0,1076.0,46.0,1090.0,6.0,1091.0,2.0,1097.0,46.0,1086.5,109841.2890625,1086.75,0.8,8.5,-4.5,1919.1299,77.510765,1,54.0,54.0,1096.0,1077.0,7.0
46100,1083.0,5.0,1082.0,2.0,1076.0,41.0,1090.0,5.0,1091.0,2.0,1097.0,41.0,1086.5,109841.2890625,1086.75,0.8,8.5,-4.5,1918.6526,77.52311,1,48.0,48.0,1096.0208333333333,1076.9791666666667,7.0
46200,1082.0,8.0,1081.0,5.0,1075.0,39.0,1089.0,8.0,1090.0,5.0,1096.0,39.0,1085.5,109841.2890625,1085.25,0.8,8.5,-4.5,1918.1753,77.535446,1,52.0,52.0,1094.3461538461538,1076.6538461538462,7.0
